tweet_id,text,created_at,user_id,user_name,user_description,followers_count,verified
815475923294175232,A2 eastbound between A2018 and M25/A282 | Eastbound | Overturned Vehicle https://t.co/HQvUUOctNz,2017-01-01T08:33:05.000Z,544501743,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232,False
815475925974327296,M25 J6 anti-clockwise exit | Anti-Clockwise | Accident https://t.co/GmIY421nd4,2017-01-01T08:33:06.000Z,544501743,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232,False
815476040550256640,"#Traffic #update A2 eastbound between A2018 and M25/A282 | Eastbound | Overturned Vehicle https://t.co/exfZmHCckC January 1, 2017",2017-01-01T08:33:33.000Z,722385748524146688,UK TRAFFIC SOLUTIONS,,11,False
815476209312272384,"TRAVEL: A2 blocked coastbound, due to an overturned vehicle between A2018 Old Bexley Lane (Dartford Heath) and M25 J2 (Darenth Interchange) https://t.co/Nuy76c3JLR",2017-01-01T08:34:13.000Z,288993240,kmfm News,"The latest Kent headlines from the kmfm news team.
Email: news@thekmgroup.co.uk
Listen: https://t.co/DcAT33l4Pu",21269,True
815476258771439616,"TRAVEL: A2 blocked coastbound, due to an overturned vehicle between A2018 Old Bexley Lane (Dartford Heath) and M25 J2 (Darenth Interchange)",2017-01-01T08:34:25.000Z,31101301,KentOnline,All the latest news from Kent - brought to you by the KentOnline team. Send stories and pics to news@thekmgroup.co.uk,194275,True
815477150895796224,The #A2 is currently blocked eastbound between the #A2018 and the #M25 near #Dartford due to an overturned vehicle on the carriageway.,2017-01-01T08:37:58.000Z,224662544,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664,False
815477150992257024,The #A2 is currently blocked eastbound between the #A2018 and the #M25 near #Dartford due to an overturned vehicle on the carriageway.,2017-01-01T08:37:58.000Z,224657803,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713,False
815477981787340800,A2 eastbound between A2018 and M25/A282 | Overturned Vehicle https://t.co/2OWj7VQ5Qs Thx 2 HW England,2017-01-01T08:41:16.000Z,4122209764,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909,False
815477984568233984,The #A2 is currently blocked eastbound between the #A2018 and the #M25 near #Dartford due to an overturned vehicle on the carriageway. Thx …,2017-01-01T08:41:17.000Z,4122209764,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909,False
815482893460008960,A2 coast-bound delays after car overturns near M25 J2 https://t.co/BiKLwBC2fe,2017-01-01T09:00:47.000Z,2669253847,Garage Doors Kent,Garage Doors Kent is the place to go when you are looking for a high-quality door for your garage.,31,False
815484215005478912,A2 eastbound between A2018 and M25/A282 | Eastbound | Overturned Vehicle #Transport https://t.co/N8CZmK2WuH,2017-01-01T09:06:02.000Z,2554490172,Transport News UK,Find your latest Transport news with just one click. Dont miss out on anything happening in your profession!,1144,False
815484504777388032,A2 eastbound between A2018 and M25/A282 | Eastbound | Overturned Vehicle https://t.co/DPwkBzooMp,2017-01-01T09:07:11.000Z,3294220550,Naira Connect,Naira Connect is one of the world's largest online search engine for cheap flights and hotels worldwide. It's also a travel community,181,False
815485308275986432,We're getting reports of an overturned vehicle on the #A2 eastbound between the #A2018 and #M25 near #Dartford which is blocking the road.,2017-01-01T09:10:23.000Z,2825411512,Spotted Vosa,Spotting the stripey vosa pullers about! If you see one let us know by tweeting us at @spottedvosa or our facebook page,1201,False
815488119193497602,A2 eastbound between A2018 and M25/A282 | Eastbound | Congestion,2017-01-01T09:21:33.000Z,20979719,South East Traffic News,Latest traffic news in the South East UK.,10952,False
815489176120553472,Traffic has now been released on the #A2 eastbound between the #A2018 and the #M25 near Dartford. Two (of 3) lanes remain closed.,2017-01-01T09:25:45.000Z,224657803,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713,False
815489176527368192,Traffic has now been released on the #A2 eastbound between the #A2018 and the #M25 near Dartford. Two (of 3) lanes remain closed.,2017-01-01T09:25:45.000Z,224662544,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664,False
815489258404212737,A2 eastbound between A2018 and M25/A282 | Congestion https://t.co/F4y7pGe5zz,2017-01-01T09:26:04.000Z,224657803,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713,False
815489529582862336,Traffic has now been released on the #A2 eastbound between the #A2018 and the #M25 near Dartford. Two (of 3) lanes remain closed. Thx 2 HW …,2017-01-01T09:27:09.000Z,4122209764,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909,False
815489879157211136,"The M25 is deserted. 
A nice clear run to Watford then. https://t.co/AaZuTMZVYr",2017-01-01T09:28:32.000Z,126415970,Dominic Powell ///,"Tottenham Hotspur (loyal Supporter)............
Watch A LOT of movies every year!
adidas enthusiast & love a bit of casual clobber. 👍🏻",3956,False
815490542108901376,A2 eastbound between A2018 and M25/A282 | Congestion https://t.co/J6QeNX4QxG Thx 2 HW England,2017-01-01T09:31:10.000Z,4122209764,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909,False
815491713389174788,#Accident on #A2 between junction for #A2018 and junction for #M25 only just moving slowly https://t.co/qQRrocu3gI,2017-01-01T09:35:50.000Z,921657452,Jax Rock,Jax Rock. Scottish and Italian nationality. Check out my cover of Don’t Cry by GN’R on YouTube. Instagram: jaxrockpr13,105,False
815491894029348864,A2 eastbound between A2018 and M25/A282 | Eastbound | Congestion https://t.co/rExwzAXFAj,2017-01-01T09:36:33.000Z,544501743,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232,False
815492058370732032,A2 eastbound between A2018 and M25/A282 | Eastbound | Congestion https://t.co/TMJZS6cps7,2017-01-01T09:37:12.000Z,3294220550,Naira Connect,Naira Connect is one of the world's largest online search engine for cheap flights and hotels worldwide. It's also a travel community,181,False
815492548986884096,"@Kent_Online our unique #stopsmoking programme runs J30, M25 on Saturday 14th and then 21st Jan. See quit stories @ https://t.co/GgM0rmi0aN https://t.co/CSE9eo7zTy",2017-01-01T09:39:09.000Z,742606872314810372,makemeSMOKEFREE,makemeSMOKEFREE is a 30 day online audio/video Stop Smoking  Programme for people who've tried everything else. Quit or get your money back!,208,False
815493106267209728,TFL UPDATE: TfLTrafficNews: RT HighwaysSEAST: Traffic has now been released on the #A2 eastbound between the #A2018 and the #M25 near Dartf…,2017-01-01T09:41:22.000Z,750059354565537792,Bob,#London #Property #Retweets just here to share some interesting things i see. #followme,151,False
815493235917389825,Two lanes remain closed on the #A2 eastbound between the #A2018 and the #M25 near #Dartford due to an incident. Expect delays.,2017-01-01T09:41:53.000Z,224662544,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664,False
815493236512919553,Two lanes remain closed on the #A2 eastbound between the #A2018 and the #M25 near #Dartford due to an incident. Expect delays.,2017-01-01T09:41:53.000Z,224657803,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713,False
815493927247691776,TRAVEL UPDATE: two lanes still closed due to an overturned car on the #A2 coastbound between Dartford Heath and M25 J2 (Darenth Interchange) https://t.co/1SrezkjjnE,2017-01-01T09:44:38.000Z,288993240,kmfm News,"The latest Kent headlines from the kmfm news team.
Email: news@thekmgroup.co.uk
Listen: https://t.co/DcAT33l4Pu",21269,True
815493972474859520,TRAVEL UPDATE: two lanes still closed due to an overturned car on the #A2 coastbound between Dartford Heath and M25 J2 (Darenth Interchange),2017-01-01T09:44:48.000Z,31101301,KentOnline,All the latest news from Kent - brought to you by the KentOnline team. Send stories and pics to news@thekmgroup.co.uk,194275,True
815494604975906816,Two lanes remain closed on the #A2 eastbound between the #A2018 and the #M25 near #Dartford due to an incident. Expect delays. Thx 2 HW Eng…,2017-01-01T09:47:19.000Z,4122209764,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909,False
815494800950644736,Severe Accident: Southbound between A414 and M25 #Essex #Traffic #A414 #M25,2017-01-01T09:48:06.000Z,733088438031949825,Traffic,,366,False
815495811735965696,Happy New Year from all M25 Group staff. https://t.co/D16qC2HCzx,2017-01-01T09:52:07.000Z,964313598,M25 Housing,To prevent homelessness and break the cycles which cause homelessness through the provision of effective support and advice.,414,False
815497183105585152,Recovery is now complete on the #A2 eastbound between the #A2018 and the #M25 following the earlier incident. Two lanes now open past scene.,2017-01-01T09:57:34.000Z,224657803,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713,False
815497183940214784,Recovery is now complete on the #A2 eastbound between the #A2018 and the #M25 following the earlier incident. Two lanes now open past scene.,2017-01-01T09:57:34.000Z,224662544,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664,False
815498076131565568,Recovery is now complete on the #A2 eastbound between the #A2018 and the #M25 following the earlier incident. Two lanes now open past scene…,2017-01-01T10:01:07.000Z,4122209764,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909,False
815498221153906688,Recovery is now complete and all lanes have now reopened on the #M25 anticlockwise J6 exit slip. Thanks for your patience.,2017-01-01T10:01:41.000Z,224657803,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713,False
815498686448943105,All lanes have now reopened on the #A2 eastbound between the #A2018 and #M25 near #Dartford following the earlier incident. No delays.,2017-01-01T10:03:32.000Z,224662544,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664,False
815498686566432768,All lanes have now reopened on the #A2 eastbound between the #A2018 and #M25 near #Dartford following the earlier incident. No delays.,2017-01-01T10:03:32.000Z,224657803,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713,False
815499083607478272,A2 eastbound between A2018 and M25/A282 | Overturned Vehicle https://t.co/RIewLP4QNM,2017-01-01T10:05:07.000Z,224657803,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713,False
815499482150436864,TRAVEL UPDATE: @HighwaysSEAST says all lanes have now reopened on the #A2 coasbound between Dartford Heath and the #M25 J2 https://t.co/E7JZeWFLFg,2017-01-01T10:06:42.000Z,288993240,kmfm News,"The latest Kent headlines from the kmfm news team.
Email: news@thekmgroup.co.uk
Listen: https://t.co/DcAT33l4Pu",21269,True
815499511867080704,TRAVEL UPDATE: @HighwaysSEAST says all lanes have now reopened on the #A2 coasbound between Dartford Heath and the #M25 J2,2017-01-01T10:06:49.000Z,31101301,KentOnline,All the latest news from Kent - brought to you by the KentOnline team. Send stories and pics to news@thekmgroup.co.uk,194275,True
815499648148340736,All lanes have now reopened on the #A2 eastbound between the #A2018 and #M25 near #Dartford following the earlier incident. No delays. Thx …,2017-01-01T10:07:22.000Z,4122209764,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909,False
815499718239191040,A2 eastbound between A2018 and M25/A282 | Eastbound | Congestion https://t.co/dLMozxkhMH,2017-01-01T10:07:38.000Z,544501743,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232,False
815500646250151936,Recovery is now complete and all lanes have now reopened on the #M25 anticlockwise J6 exit slip. Thanks for your patience. Thx 2 HW England,2017-01-01T10:11:19.000Z,4122209764,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909,False
815501903836672000,TFL UPDATE: TfLTrafficNews: RT HighwaysEAST: All lanes have now reopened on the #A2 eastbound between the #A2018 and #M25 near #Dartford fo…,2017-01-01T10:16:19.000Z,750059354565537792,Bob,#London #Property #Retweets just here to share some interesting things i see. #followme,151,False
815507798184366080,I love Pat. She just bore her testimony including being grateful for the M25 and being able to clean the chapel 😂🙌👏 #lds #mormon,2017-01-01T10:39:45.000Z,19942067,Stephanie Shrubb 🇭🇰,If I ever get around to living...,462,False
815517013875589120,@leedsjourno that's what happens when you have a national media dominated by insular hacks who never set foot outside the M25.,2017-01-01T11:16:22.000Z,23146514,Mark Casci,Head of Business and Features at The Yorkshire Post | Enthusiastic but below-average triathlete cook yogi and musician | Husband and Dad | #UTB,6346,True
815520180210204676,"Job Opportunity -  BMS Pre Commissioning Engineer - London / M25 area in London, United Kingdom https://t.co/pZbpMZrgMx #FRONTrunner #jobs",2017-01-01T11:28:57.000Z,319591729,FRONTrunner Recruit,#Recruitment across #airconditioning #hvac #refrigeration #electrical #mechanical #engineering sectors across the #UK.  If you want #jobs we have the #jobs,689,False
815522638772703232,When transports collide.... fascinating watching this plane do an about turn above the m25.... https://t.co/Ya0DyKakCt,2017-01-01T11:38:43.000Z,19972106,Tim Ridgway,Thoughts my own ideas probably borrowed.,3762,False
815527147947298816,Check every caravan inside m25 https://t.co/LBPU2RFhwO,2017-01-01T11:56:38.000Z,21207320,paulteare,Then it rises like a vision Sparkling bright it shines for me My own dear Ellan Vannin With it's green hills by the sea.,816,False
815539238502592512,@Ben10_Parsons £60 can get you from central london to M25,2017-01-01T12:44:41.000Z,35702051,givati,Antique dealer.  MBA from Hull University Arsenal supporter. Zionist with no time for leftie anti semites,1732,False
815541287604600832,"Hilarious chat about veganism, nuts. The M25 and big cheese. It can only be @tonyblackburn on @BBCRadioLondon - welcome back!",2017-01-01T12:52:49.000Z,2573957277,Skyaaz,Official page for Skyaaz / Film Maker / Musician / Lover of electronica and great stories. Check out our YouTube channel - new vid every week  💪,3986,False
815549690292932611,"M25 + heavy rain = 😨
(alex is driving, I was supposed to be doing this bit but am still v hungover) https://t.co/XHocwywFk1",2017-01-01T13:26:13.000Z,134848181,commander-in-chic jess,character artist at maxis - games fashion knitting cats birds - an intersectional feminist and a socialist - she/her 🇮🇪,1600,False
815554145474244608,"@FunnyTummy it's like Londoners that can fathom life outside the m25. They think London has it all, so no motivation  to explore.",2017-01-01T13:43:55.000Z,2771472661,BOBBY,Palm Wine Papi,230,False
815556183192928257,"Dan just hissed ""stay in your lane, bitch!"" at a man on the M25. I'm enjoying 2017 Dan.",2017-01-01T13:52:01.000Z,20515013,Katie Young,Writer heathen lush. Author of novels & shorts. Lover of dark forests & haunted houses. Voice casting & production for games/TV/film. She/Her/They/Them.,2543,False
815557395397181440,"#learningatcity highlight August 2016, reporting from #m25ltg https://t.co/g8QQ63LADF next one will be @CityUniLondon ? @julievoce #altc",2017-01-01T13:56:50.000Z,118827531,City Uni LEaD,#EduDev @CityUniLondon RTs ≠ endorsements #taketheLEaD Run MA Academic Practice / PhD programme @dompates (DP) tweets + guests,1368,False
815559195948937216,@StigAbell populism is pejorative of chaps inside the M25 who believe life didn't exist before they were born!!!,2017-01-01T14:03:59.000Z,19439783,Simon Scott,Aotearoa is home dreadful chap utter swine,875,False
815560286958743552,@TfLTrafficNews M11/M25 lots of surface water &amp; poor visibility due to road spray,2017-01-01T14:08:19.000Z,1976155387,💙kaz o'mahony💚,,856,False
815561587109072896,#M25 anti-clockwise between J6 and J5 | Anti-Clockwise | Road Works | Surrey https://t.co/BeYng4qWYF #uktraffic,2017-01-01T14:13:29.000Z,2859372700,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945,False
815569173522825216,#M25 clockwise between J16 and J17 | Clockwise | Road Works | Buckinghamshire https://t.co/fl8QGUC6jd #east #uktraffic,2017-01-01T14:43:38.000Z,2859372700,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945,False
815572824047910912,#M3 Slow traffic due to accident Northbound between Junction 3 for Lightwater and Junction 2 for the M25.,2017-01-01T14:58:08.000Z,387584807,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087,False
815573309341503489,#M25 clockwise within J27 after M11 J6 northbound access - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-01T15:00:04.000Z,797685578,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500,False
815573310436245504,#M25 clockwise within J27 after M11 J6 northbound access - Congestion - Full details at https://t.co/LwI3prBa31,2017-01-01T15:00:04.000Z,2203877580,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600,False
815574439785992194,#M25 clockwise within J27 after M11 J6 northbound access | Congestion https://t.co/0kMJUBRmxG,2017-01-01T15:04:33.000Z,224662544,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664,False
815575186909106177,#M25 clockwise within J27 after M11 J6 northbound access | Congestion https://t.co/l3A4RTFakJ Thx 2 HW England,2017-01-01T15:07:31.000Z,4122209764,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909,False
815575330853363712,"M25, never pleasant, even in the  bus. Feels like 2016 again 😩 #rain #cold #spray #draughty #hangover #hny17 https://t.co/noSIuvBn0F",2017-01-01T15:08:06.000Z,166564872,Nick Horne,crowd surfer oarsman owls supporter and food consumer. lt's just a ride! 💙🦉She/He,190,False
815580958036467713,"#M3 (eastbound) J3 - J2 towards #M25.. stranded car.. contractors + recovery on way to assist! take care approaching, slight delays building https://t.co/omk0Xa5ghG",2017-01-01T15:30:27.000Z,224657803,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713,False
815581154921377792,#M3 (eastbound) J3 - J2 towards #M25.. stranded car.. contractors + recovery on way to assist! take care approachin… …,2017-01-01T15:31:14.000Z,4122209764,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909,False
815581764030758912,"Drove up the M23, M25, M26 and M20. The weather is horrible but the motorways fairly clear.",2017-01-01T15:33:39.000Z,42296662,Gary Williams 🇺🇦 - Слава Україні,IT Person | VMWare vExpert | Windows admin | Docker fan | Spiceworks moderator | keeper of 4 cats | Tea fixes all problems.,2630,False
815584914099806209,Recovery work complete #M3 (eastbound) J3 - J2 towards #M25 .. Thanks to contractors for assistance.. all lanes open. https://t.co/uomQXjPD4D,2017-01-01T15:46:11.000Z,224657803,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713,False
815584952674906112,Recovery work complete #M3 (eastbound) J3 - J2 towards #M25 .. Thanks to contractors for assistance.. all lanes ope… …,2017-01-01T15:46:20.000Z,4122209764,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909,False
815587448235458561,#M3 All lanes re-opened but still slow due to earlier accident Northbound between Junction 3 for Lightwater and Junction 2 for the M25.,2017-01-01T15:56:15.000Z,387584807,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087,False
815591372115890176,There's a guy driving on the M25 in torrential rain watching Sky News on a telly stuck to his window. Is there any way of reporting him?,2017-01-01T16:11:50.000Z,18941968,Agnes,Freelance designer of books fabric & bags. I may waffle on about drag queens Carry On films tea making stuff and I swear an awful lot too.,894,False
815591549979369472,M25 anti-clockwise between J10 and J9 | Anti-Clockwise | Flooding,2017-01-01T16:12:33.000Z,20979719,South East Traffic News,Latest traffic news in the South East UK.,10952,False
815591550394609664,M25 anti-clockwise between J10 and J9 | Anti-Clockwise | Flooding https://t.co/pTh3UcnYA7,2017-01-01T16:12:33.000Z,544501743,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232,False
815592177262886912,#M25 anti-clockwise between J10 and J9 - Flooding - Full details at https://t.co/l5EmoAw0RN,2017-01-01T16:15:02.000Z,797685578,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500,False
815592178609168385,#M25 anti-clockwise between J10 and J9 - Flooding - Full details at https://t.co/LwI3prBa31,2017-01-01T16:15:03.000Z,2203877580,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600,False
815593185330151424,M25 anti-clockwise between J10 and J9 | Flooding https://t.co/sMgUfuQzuz,2017-01-01T16:19:03.000Z,224657803,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713,False
815593200744275970,@Traffic_M25 business as usual,2017-01-01T16:19:06.000Z,1247041724,Simon Lock,Information security specialist with an interest in military history and old films,291,False
815593389190250496,An interesting Blog post about Belhus and its landscape.  https://t.co/ixJVuI0Co4,2017-01-01T16:19:51.000Z,801364763980759042,Thurrock Local History Society,The Thurrock Local History Society covers the history and antiquities of the Thurrock area.,685,False
815593793558822912,M25 anti-clockwise between J10 and J9 | Flooding https://t.co/Lesoi15zaM Thx 2 HW England,2017-01-01T16:21:28.000Z,4122209764,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909,False
815595461889368065,"@Monarchsway - It's been raining ☔ all day and heavy rain on M25 Essex/Hertford stretch 😕 
Hope you had a good walk this morning 😉",2017-01-01T16:28:05.000Z,42651531,**Ms D**,"Love to laugh.
Enjoy: Family Garden Rugby Family tree Theatre Films Beauty Therapy.
Dogs are the best 🐕
Support: Police & Emer Services. @GuideDogs 
Retired😉",735,False
815595482181488640,@iainmartin1 and how much tax money paid bunt Heathrow for M25 improvements etc ... US is falling apart as they refuse to pay taxes for it,2017-01-01T16:28:10.000Z,150777984,Україна в моїй крові 🕎🇺🇦🇮🇪🏴󠁧󠁢󠁥󠁮󠁧󠁿🐶,Brummie cycling liberal socialist politics and rubbish Ketones Rule angry severe depressive #adoptee Jewish Ukrainian Irish and English #westie owner,2470,False
815599355541524481,"#M3 Traffic returned to normal, after earlier accident on M3 Northbound between Junction 3 for Lightwater and Junction 2 for the M25.",2017-01-01T16:43:34.000Z,387584807,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087,False
815602193940250624,#M25 Flooding anti-clockwise between Junction 10 and Junction 9.,2017-01-01T16:54:50.000Z,387584807,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087,False
815602253964771328,M25 anti-clockwise between J10 and J9 | Anti-Clockwise | Congestion,2017-01-01T16:55:05.000Z,20979719,South East Traffic News,Latest traffic news in the South East UK.,10952,False
815602744920866816,#M25 anti-clockwise between J10 and J9 - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-01T16:57:02.000Z,797685578,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500,False
815602746460086273,#M25 anti-clockwise between J10 and J9 - Congestion - Full details at https://t.co/LwI3prBa31,2017-01-01T16:57:02.000Z,2203877580,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600,False
815608917174546432,#방탄소년단 #love #GOT7M25 anti-clockwise between J9 and J8 | Anti-Clockwise | Road Works https://t.co/shfrwI4eo2 #travel #traveling,2017-01-01T17:21:33.000Z,471002654,Travel,,12,False
815608925768687616,#방탄소년단 #love #GOT7M25 anti-clockwise between J10 and J9 | Anti-Clockwise | Flooding https://t.co/IJmAOuamNk #travel #traveling,2017-01-01T17:21:35.000Z,471002654,Travel,,12,False
