,Unnamed: 0,Unnamed: 0.1,tweet_id,text,created_at,user_id,user_name,user_description,followers_count,verified
1182,1192.0,2033.0,8.192371240252252e+17,TRAVEL: CLEARED BUT SLOW: #M25: One lane blocked by a broken down car transporter clockwise between J13 #Staines and J14 @HeathrowAirport,2017-01-11T17:38:45.000Z,3110943143.0,Sylvie Blackmore,Radio Presenter at the BBC and Clinician in the NHS,1855.0,0.0
1183,1193.0,2034.0,8.192372167653458e+17,M25 clockwise within J14 | Congestion https://t.co/AXEdDOhp8r,2017-01-11T17:39:07.000Z,224657803.0,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713.0,0.0
1184,1194.0,2035.0,8.192372268486533e+17,M25 J9 clockwise exit | Clockwise | Road Works #Transport https://t.co/pkf2a2U8rf,2017-01-11T17:39:10.000Z,2554490172.0,Transport News UK,Find your latest Transport news with just one click. Dont miss out on anything happening in your profession!,1144.0,0.0
1185,1195.0,2036.0,8.192372336853647e+17,"M25 : Earlier accident clockwise after J16 M40, queueing traffic",2017-01-11T17:39:11.000Z,20258343.0,5 live Travel,"BBC Radio 5 live's travel team with national travel updates for the UK.
Listen online via http://t.co/DMJqiz8E",3795.0,0.0
1186,1196.0,2037.0,8.192374627572777e+17,M25 J9 clockwise exit | Clockwise | Road Works #Traffic https://t.co/RgKVoo7KeU,2017-01-11T17:40:06.000Z,2355238782.0,trafficuknews,Find your latest Traffic news with just one click. Don't miss out on anything happening!,786.0,0.0
1187,1197.0,2039.0,8.192378765840876e+17,M25 clockwise within J14 | Congestion https://t.co/f19wQjn2Km Thx 2 HW England,2017-01-11T17:41:45.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0
1188,1198.0,2040.0,8.192382907799962e+17,"#M25 easing clockwise between J10, Wisley Interchange and J11, Chertsey",2017-01-11T17:43:23.000Z,387584807.0,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087.0,0.0
1189,1199.0,2041.0,8.192394225332675e+17,M25 J2 clockwise exit | Clockwise | Congestion | Kent https://t.co/C1FodkwK9v #breakingnews #uktraffic,2017-01-11T17:47:53.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0
1191,1201.0,2043.0,8.192402346049044e+17,link road from M25 J12 anti-clockwise to M3 J2 westbound | Westbound | Road Works https://t.co/xpP3EOoKmp,2017-01-11T17:51:07.000Z,544501743.0,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232.0,0.0
1192,1202.0,2046.0,8.192413571264184e+17,Our Travel News: M25 J9 clockwise exit | Clockwise | Road Works https://t.co/YUUtADEJpA #travel,2017-01-11T17:55:34.000Z,66633423.0,The Sameday Company,Multi Award Winning B2B Courier Service.,907.0,0.0
1194,1204.0,2050.0,8.192432293296865e+17,#M25 J9 clockwise exit | Clockwise | Road Works | Surrey https://t.co/YWaYya6oR9 #uktraffic,2017-01-11T18:03:01.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0
1195,1205.0,2053.0,8.192456626676122e+17,M25 J2 clockwise exit | Clockwise | Congestion https://t.co/c53cvx9dL2,2017-01-11T18:12:41.000Z,544501743.0,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232.0,0.0
1196,1206.0,2054.0,8.192458948348846e+17,#M25 J22 anti-clockwise exit | Congestion https://t.co/yRUI692xjV,2017-01-11T18:13:36.000Z,224662544.0,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664.0,0.0
1197,1207.0,2055.0,8.19245901243818e+17,link road from #M4 J4B eastbound to #M25 J15 clockwise | Congestion https://t.co/XBbfP54naJ,2017-01-11T18:13:38.000Z,224662544.0,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664.0,0.0
1198,1208.0,2057.0,8.19246593996161e+17,#M25 J22 anti-clockwise exit | Congestion https://t.co/bDa2aGJ5TJ Thx 2 HW England,2017-01-11T18:16:23.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0
1199,1209.0,2058.0,8.1924659704542e+17,link road from #M4 J4B eastbound to #M25 J15 clockwise | Congestion https://t.co/snv0IVs2xp Thx 2 HW England,2017-01-11T18:16:24.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0
1200,1210.0,2060.0,8.192514724079534e+17,#M25 - SEVERE - Surrey Clockwise - Accident - Between J13 for A30 Surrey and J16 for M40 Buckinghamshire,2017-01-11T18:35:46.000Z,8.11607645018792e+17,UK Motorways Traffic,This is traffic updates of all motorways in the uk 🇬🇧! I'm available every day between 6:30AM - 20:00PM on weekdays and weekends 7AM to 19PM,568.0,0.0
1201,1211.0,2061.0,8.192518404161536e+17,#M25 - MINOR - Greater London Anti-Clockwise - Congestion - Between J14 for A3113 Greater London and J11 for A317 Chertsey,2017-01-11T18:37:14.000Z,8.11607645018792e+17,UK Motorways Traffic,This is traffic updates of all motorways in the uk 🇬🇧! I'm available every day between 6:30AM - 20:00PM on weekdays and weekends 7AM to 19PM,568.0,0.0
1203,1213.0,2068.0,8.192643777610752e+17,M25 clockwise between J9 and J10 | Clockwise | Broken down vehicle,2017-01-11T19:27:03.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0
1204,1214.0,2069.0,8.192643838344069e+17,M25 clockwise between J9 and J10 | Broken down vehicle https://t.co/hYuZqsneJd,2017-01-11T19:27:04.000Z,224657803.0,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713.0,0.0
1205,1215.0,2070.0,8.192649088817766e+17,M25 clockwise between J9 and J10 | Clockwise | Broken down vehicle https://t.co/OwSSrhS8uq,2017-01-11T19:29:10.000Z,3294220550.0,Naira Connect,Naira Connect is one of the world's largest online search engine for cheap flights and hotels worldwide. It's also a travel community,181.0,0.0
1206,1216.0,2071.0,8.192651494754427e+17,#M25 clockwise between J9 and J10 - Broken down vehicle - Full details at https://t.co/l5EmoAw0RN,2017-01-11T19:30:07.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0
1207,1217.0,2072.0,8.192651514761339e+17,#M25 clockwise between J9 and J10 - Broken down vehicle - Full details at https://t.co/LwI3prBa31,2017-01-11T19:30:07.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0
1208,1218.0,2073.0,8.1926564455424e+17,M25 clockwise between J9 and J10 | Broken down vehicle https://t.co/oRJoRlS1eJ Thx 2 HW England,2017-01-11T19:32:05.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0
1209,1219.0,2081.0,8.19277507333673e+17,#M25 clockwise between J23 and J24 | Clockwise | Road Works | Hertfordshire https://t.co/XI8zQRVhjr #east #uktraffic,2017-01-11T20:19:13.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0
1210,1220.0,2083.0,8.192794825570836e+17,link road from M3 J2 westbound to M25 J12 anti-clockwise | Anti-Clockwise | Road Works,2017-01-11T20:27:04.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0
1211,1221.0,2084.0,8.192794972035768e+17,link road from M3 J2 westbound to M25 J12 anti-clockwise | Anti-Clockwise | Road Works https://t.co/fOImk1dkit,2017-01-11T20:27:08.000Z,544501743.0,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232.0,0.0
1212,1222.0,2087.0,8.192810294750945e+17,South East Traffic link road from M3 J2 westbound to M25 J12 anti-clockwise | Anti-Clockwise | Road… https://t.co/Bk2JGq1EMN Drive Safe All,2017-01-11T20:33:13.000Z,436707362.0,UK.HGV.DriverNetwork,The UK HGV Driver Network provides travel & traffic news weather alerts and job alerts 24/7. Follow us for up to date & relevant information,1618.0,0.0
1213,1223.0,2088.0,8.19281045950337e+17,South East Traffic link road from M25 J12 clockwise to M3 J2 westbound | Westbound | Road Works https://t.co/A2vBzjB2HU Drive Safe All,2017-01-11T20:33:17.000Z,436707362.0,UK.HGV.DriverNetwork,The UK HGV Driver Network provides travel & traffic news weather alerts and job alerts 24/7. Follow us for up to date & relevant information,1618.0,0.0
1215,1225.0,2090.0,8.192817508911677e+17,link road from M25 J12 clockwise to M3 J2 westbound | Westbound | Road Works,2017-01-11T20:36:05.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0
1216,1226.0,2091.0,8.192827602546483e+17,link road from M25 J12 clockwise to M3 J2 westbound | Westbound | Road Works https://t.co/9CeQWS26fl,2017-01-11T20:40:06.000Z,544501743.0,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232.0,0.0
1217,1227.0,2097.0,8.192870344181678e+17,link road from M25 J12 anti-clockwise to M3 J2 | Anti-Clockwise | Congestion,2017-01-11T20:57:05.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0
1218,1228.0,2100.0,8.192928254098555e+17,M25 anti-clockwise between J3 and J2 | Anti-Clockwise | RoadOrCarriagewayOrLaneManagement,2017-01-11T21:20:05.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0
1219,1229.0,2101.0,8.192930837707817e+17,#M25 anti-clockwise between J3 and J2 - Carriageway Lane Management - Full details at https://t.co/l5EmoAw0RN,2017-01-11T21:21:07.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0
1220,1230.0,2102.0,8.192930849786511e+17,#M25 anti-clockwise between J3 and J2 - Carriageway Lane Management - Full details at https://t.co/LwI3prBa31,2017-01-11T21:21:07.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0
1221,1231.0,2103.0,8.192934749062513e+17,M25 anti-clockwise between J3 and J2 | Road Management https://t.co/LQ6StspQte,2017-01-11T21:22:40.000Z,224657803.0,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713.0,0.0
1222,1232.0,2104.0,8.192943368987034e+17,M25 anti-clockwise between J3 and J2 | Road Management https://t.co/rynCJCiQ63 Thx 2 HW England,2017-01-11T21:26:06.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0
1223,1233.0,2105.0,8.192947090885468e+17,M25 anti-clockwise between J3 and J2 | Anti-Clockwise | RoadOrCarriagewayOrLaneManagement https://t.co/KXEv165s36,2017-01-11T21:27:35.000Z,544501743.0,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232.0,0.0
1224,1234.0,2107.0,8.19296222645207e+17,M25 anti-clockwise between J3 and J2 | Anti-Clockwise | RoadOrCarriagewayOrLaneManagement https://t.co/MwSKqKkXU2,2017-01-11T21:33:35.000Z,3294220550.0,Naira Connect,Naira Connect is one of the world's largest online search engine for cheap flights and hotels worldwide. It's also a travel community,181.0,0.0
1227,1237.0,2121.0,8.193104511505203e+17,#M25 anti-clockwise between J19 and J18 - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-11T22:30:08.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0
1230,1240.0,2124.0,8.193112396794634e+17,Eastern Traffic M25 clockwise within J30 | Clockwise | Road Works https://t.co/0Im1sr4Xtm Drive Safe All,2017-01-11T22:33:16.000Z,436707362.0,UK.HGV.DriverNetwork,The UK HGV Driver Network provides travel & traffic news weather alerts and job alerts 24/7. Follow us for up to date & relevant information,1618.0,0.0
1231,1241.0,2127.0,8.193124061071606e+17,"#Traffic #update link road from M3 J2 to M25 J12 clockwise | Clockwise | Congestion https://t.co/EUpQtgaFSG January 11, 2017",2017-01-11T22:37:54.000Z,7.223857485241467e+17,UK TRAFFIC SOLUTIONS,,11.0,0.0
1232,1242.0,2128.0,8.193124533139333e+17,link road from M3 J2 to M25 J12 clockwise | Congestion https://t.co/PJ10Ez5V2m,2017-01-11T22:38:05.000Z,224657803.0,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713.0,0.0
1235,1245.0,2131.0,8.193132408198595e+17,link road from M3 J2 to M25 J12 clockwise | Congestion https://t.co/sFbkNaRqkO Thx 2 HW England,2017-01-11T22:41:13.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0
1237,1247.0,2133.0,8.193135964086026e+17,link road from M3 J2 to M25 J12 clockwise | Clockwise | Congestion,2017-01-11T22:42:38.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0
1242,1252.0,2146.0,8.193257870692639e+17,#M25 anti-clockwise distributor J31 to J30 | Congestion https://t.co/XIvDQSQEzD,2017-01-11T23:31:04.000Z,224662544.0,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664.0,0.0
1244,1254.0,2149.0,8.193296041880412e+17,#M25 anti-clockwise distributor J31 to J30 | Congestion https://t.co/1d3hCn5Tby Thx 2 HW England,2017-01-11T23:46:14.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0
1245,1255.0,2150.0,8.194441694208e+17,All lanes have now reopened on the #M25 clockwise between J9 and J10. The stranded vehicle has been moved. Delays are now back to J9. Thx 2…,2017-01-12T07:21:29.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0
1246,1256.0,2151.0,8.194442557856481e+17,One lane (of 4) is closed on the #M25 anti-clockwise between J11 and J10 due to a multi-vehicle incident. Traffic officers are en-route. https://t.co/VFcWw7iIZg,2017-01-12T07:21:49.000Z,224657803.0,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713.0,0.0
1247,1257.0,2152.0,8.194442560205046e+17,One lane (of 4) is closed on the #M25 anti-clockwise between J11 and J10 due to a multi-vehicle incident. Traffic officers are en-route. https://t.co/RyX8LnMd20,2017-01-12T07:21:49.000Z,224662544.0,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664.0,0.0
1248,1258.0,2153.0,8.194448337186529e+17,M25 anti-clockwise within J11 | Anti-Clockwise | Congestion,2017-01-12T07:24:07.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0
1249,1259.0,2154.0,8.194453705561375e+17,One lane (of 4) is closed on the #M25 anti-clockwise between J11 and J10 due to a multi-vehicle incident. Traffic o… …,2017-01-12T07:26:15.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0
1250,1260.0,2155.0,8.194459328906854e+17,M25 clockwise within J9 | Clockwise | Congestion https://t.co/aUhz9QulVF,2017-01-12T07:28:29.000Z,3294220550.0,Naira Connect,Naira Connect is one of the world's largest online search engine for cheap flights and hotels worldwide. It's also a travel community,181.0,0.0
1251,1261.0,2156.0,8.194463349650309e+17,#M25 anti-clockwise between J25 and J24 - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-12T07:30:05.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0
1252,1262.0,2157.0,8.194463360304415e+17,#M25 anti-clockwise between J25 and J24 - Congestion - Full details at https://t.co/LwI3prBa31,2017-01-12T07:30:05.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0
1256,1266.0,2161.0,8.194478467473818e+17,#M25 J9 clockwise access - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-12T07:36:05.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0
1257,1267.0,2162.0,8.194482387763282e+17,M25 J9 clockwise access | Clockwise | Congestion,2017-01-12T07:37:39.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0
1258,1268.0,2163.0,8.194487072969851e+17,#M25 - SEVERE - Surrey Anti-Clockwise - Accident - Between J11 for A317 Surrey and J10 for A3 Surrey/Affecting J13 for A30 Surrey,2017-01-12T07:39:31.000Z,8.11607645018792e+17,UK Motorways Traffic,This is traffic updates of all motorways in the uk 🇬🇧! I'm available every day between 6:30AM - 20:00PM on weekdays and weekends 7AM to 19PM,568.0,0.0
1260,1270.0,2165.0,8.194493596496364e+17,"Our traffic officers have now moved vehicles to the hard shoulder, and all lanes have now reopened on #M25 anti-clockwise between J11 -J10.",2017-01-12T07:42:06.000Z,224657803.0,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713.0,0.0
1261,1271.0,2166.0,8.19449359922303e+17,"Our traffic officers have now moved vehicles to the hard shoulder, and all lanes have now reopened on #M25 anti-clockwise between J11 -J10.",2017-01-12T07:42:06.000Z,224662544.0,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664.0,0.0
1262,1272.0,2167.0,8.19449380742824e+17,#M25 - MINOR - Hertfordshire Anti-Clockwise - Congestion - Between J17 for A412 Hertfordshire and J16 for M40 Fulmer,2017-01-12T07:42:11.000Z,8.11607645018792e+17,UK Motorways Traffic,This is traffic updates of all motorways in the uk 🇬🇧! I'm available every day between 6:30AM - 20:00PM on weekdays and weekends 7AM to 19PM,568.0,0.0
1263,1273.0,2168.0,8.194494491183882e+17,"#M25 Long delays due to earlier broken down vehicle clockwise at J9 Leatherhead, congestion to J7 M23.",2017-01-12T07:42:27.000Z,387584807.0,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087.0,0.0
1264,1274.0,2169.0,8.194496050037473e+17,#M25 J28 clockwise exit to the A12 southbound | Congestion https://t.co/BxVNkfjanf,2017-01-12T07:43:05.000Z,224662544.0,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664.0,0.0
1265,1275.0,2170.0,8.194496142355661e+17,#M25 - MINOR - Surrey Clockwise - Congestion - Between Clacket Lane Services Surrey and J6 for A22 Godstone,2017-01-12T07:43:07.000Z,8.11607645018792e+17,UK Motorways Traffic,This is traffic updates of all motorways in the uk 🇬🇧! I'm available every day between 6:30AM - 20:00PM on weekdays and weekends 7AM to 19PM,568.0,0.0
1267,1277.0,2172.0,8.194498503202734e+17,#M25 - Minor - Kent Anti-Clockwise - Congestion - At the Dartford Tunnel Kent/Affecting J2 for A2 Kent,2017-01-12T07:44:03.000Z,8.11607645018792e+17,UK Motorways Traffic,This is traffic updates of all motorways in the uk 🇬🇧! I'm available every day between 6:30AM - 20:00PM on weekdays and weekends 7AM to 19PM,568.0,0.0
1269,1279.0,2174.0,8.19450102624514e+17,#M25 J28 clockwise exit to the A12 southbound - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-12T07:45:03.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0
1270,1280.0,2175.0,8.194501038534205e+17,#M25 J28 clockwise exit to the A12 southbound - Congestion - Full details at https://t.co/LwI3prBa31,2017-01-12T07:45:04.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0
1271,1281.0,2176.0,8.19450109272408e+17,#M25 anti-clockwise between J13 and J12 - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-12T07:45:05.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0
1272,1282.0,2177.0,8.194501102119854e+17,#M25 anti-clockwise between J13 and J12 - Congestion - Full details at https://t.co/LwI3prBa31,2017-01-12T07:45:05.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0
1273,1283.0,2178.0,8.194503671844086e+17,"Our traffic officers have now moved vehicles to the hard shoulder, and all lanes have now reopened on #M25 anti-clockwise between J11 -J10.…",2017-01-12T07:46:06.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0
1274,1284.0,2180.0,8.194516172295455e+17,#M25 J28 clockwise exit to the A12 southbound | Congestion https://t.co/N4UuiYVPrj Thx 2 HW England,2017-01-12T07:51:04.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0
1275,1285.0,2181.0,8.194516214741115e+17,M25 anti-clockwise between J13 and J12 | Anti-Clockwise | Congestion https://t.co/1CbNopG8mu,2017-01-12T07:51:05.000Z,544501743.0,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232.0,0.0
1276,1286.0,2182.0,8.194516569664594e+17,#M25 slow clockwise J7 M23 to J9 Leatherhead earlier breakdown ps #roads,2017-01-12T07:51:14.000Z,22595388.0,BBC Radio London Travel,The original traffic & travel tweet service for London from the BBC. Broadcasts on @BBCRadioLondon and updates on @BBCLondonNews,142155.0,1.0
1280,1290.0,2186.0,8.19452674076799e+17,"#M25 Heavy &amp; lane closed on entry slip road accident anticlockwise at J12 M3.In lane one of two, joining the M25.",2017-01-12T07:55:16.000Z,387584807.0,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087.0,0.0
1281,1291.0,2187.0,8.19452807447253e+17,"M25 : Accident, now on the hard shoulder anticlockwise between J11, Chertsey and J10, Wisley Interchange, long delays remain",2017-01-12T07:55:48.000Z,20258343.0,5 live Travel,"BBC Radio 5 live's travel team with national travel updates for the UK.
Listen online via http://t.co/DMJqiz8E",3795.0,0.0
1282,1292.0,2188.0,8.194531208916009e+17,M25 J8 clockwise exit | Clockwise | Congestion,2017-01-12T07:57:03.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0
1283,1293.0,2189.0,8.194531284792443e+17,#M25 clockwise within J8 - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-12T07:57:05.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0
1284,1294.0,2190.0,8.194531298885304e+17,#M25 clockwise within J8 - Congestion - Full details at https://t.co/LwI3prBa31,2017-01-12T07:57:05.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0
1285,1295.0,2191.0,8.194531360038871e+17,#M25 J22 anti-clockwise exit - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-12T07:57:06.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0
1286,1296.0,2192.0,8.19453136943403e+17,#M25 J22 anti-clockwise exit - Congestion - Full details at https://t.co/LwI3prBa31,2017-01-12T07:57:07.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0
1287,1297.0,2193.0,8.19453139170558e+17,#M25 J25 clockwise exit - Congestion - Full details at https://t.co/LwI3prBa31,2017-01-12T07:57:07.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0
1288,1298.0,2194.0,8.194531667648348e+17,"M25 : Earlier broken down vehicle clockwise at J9, Leatherhead, long delays remain",2017-01-12T07:57:14.000Z,20258343.0,5 live Travel,"BBC Radio 5 live's travel team with national travel updates for the UK.
Listen online via http://t.co/DMJqiz8E",3795.0,0.0
1289,1299.0,2196.0,8.194534608358932e+17,M25 : Long delays anticlockwise at J23 A1(M) - after a breakdown on A1,2017-01-12T07:58:24.000Z,20258343.0,5 live Travel,"BBC Radio 5 live's travel team with national travel updates for the UK.
Listen online via http://t.co/DMJqiz8E",3795.0,0.0
1291,1301.0,2198.0,8.194538952777441e+17,#M25 J8 clockwise exit - Congestion - Full details at https://t.co/LwI3prBa31,2017-01-12T08:00:08.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0
1292,1302.0,2199.0,8.194546581755044e+17,"TRAVEL: Heavy traffic &amp; lane closed on entry slip road due to accident, four cars involved on M25 anticlockwise at J12 M3 - Lane one of two",2017-01-12T08:03:09.000Z,23930762.0,Greatest Hits Radio Surrey & East Hampshire,The biggest songs of the 70s 80s and 90s played by presenters you know and love. Listen on your radio mobile or on your smart speaker.,62108.0,0.0
1294,1304.0,2203.0,8.194566551254098e+17,M25 J12 anti-clockwise access | Anti-Clockwise | Congestion,2017-01-12T08:11:06.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0
