tweet_id,text,created_at,user_id,user_name,user_description,followers_count,verified
825982913200136192,Minor Congestion: Southbound between J7 and J9 #Surrey #Traffic #M25 #M23,2017-01-30T08:24:07.000Z,733088438031949825,Traffic,,366,False
825982975196200960,@lewclarke1 I presume u were travelling in the vicinity of the M25 😤,2017-01-30T08:24:21.000Z,1599376716,JH💕,Sunshine on a rainy day ☀️ Monty Python Fan 😉 The destination drives us but it’s the journey that matters 😎,1009,False
825984750213033984,WojciechZ published Car collides with lorry after spinning on slippery M25 surface https://t.co/kaOB85Xoj3,2017-01-30T08:31:25.000Z,710483254487457792,Fetcham Residents A,An Executive Committee including the legal profession commerce engineering retail and local government.,89,False
825985613925117953,#A3113 eastbound between M25 and A3044 | Eastbound | Road Works | Greater London Authority https://t.co/MFbCWholdp #uktraffic,2017-01-30T08:34:51.000Z,2859372700,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945,False
825985934470504448,M25 J8 anti-clockwise exit | Anti-Clockwise | Congestion https://t.co/azy2XatGcB,2017-01-30T08:36:07.000Z,544501743,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232,False
825985939855912960,link road from from M25 J7 anti-clockwise to M23 J8 southbound | Southbound | Congestion https://t.co/RbQZFZuh74,2017-01-30T08:36:08.000Z,544501743,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232,False
825985941441425408,link road from M25 J7 clockwise to M23 J8 southbound | Clockwise | Congestion https://t.co/L98srghuTn,2017-01-30T08:36:09.000Z,544501743,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232,False
825985957644161024,#M25 J25 clockwise exit - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-30T08:36:13.000Z,797685578,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500,False
825985958688456706,#M25 J25 clockwise exit - Congestion - Full details at https://t.co/LwI3prBa31,2017-01-30T08:36:13.000Z,2203877580,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600,False
825986212225761280,Sunday Supplement podcast made the M25 bearable this morning. @JackPittBrooke knowledge is on another level 👏,2017-01-30T08:37:13.000Z,40548023,Samantha Miller,Football Presenter / Content creator / Co-Comms @bbcsport @barclaysfawsl . Played for @westhamwomen @spurswomen . Advocate for women’s sport. ✊🏼,9390,True
825987327919009793,TRAVEL: Still busy on the southbound M23 from the M25 to @Gatwick_Airport,2017-01-30T08:41:39.000Z,362375284,BBC Radio Surrey Travel,Official travel news feed for #Surrey from @BBCSurrey: BBC Radio Surrey 104/104.6FM Digital Online and Freeview 722 with Surrey County Council and partners.,40778,False
825987327927447552,TRAVEL: Still busy on the southbound M23 from the M25 to @Gatwick_Airport,2017-01-30T08:41:39.000Z,67332739,BBC Radio Surrey,Tune in to BBC Radio Surrey across  #Surrey & NE #Hampshire on 104/104.6FM/ Online/ DAB/ Freeview 722/ Smart phone & speaker.,60807,True
825987809353703424,M25 J9 clockwise exit | Clockwise | Congestion,2017-01-30T08:43:34.000Z,20979719,South East Traffic News,Latest traffic news in the South East UK.,10952,False
825987848692195328,#M25 Q's on exit slip road on in both directions at J7 M23.Coming off the M25 towards Gatwick.,2017-01-30T08:43:43.000Z,387584807,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087,False
825988064308756480,WojciechZ published Car collides with lorry after spinning on slippery M25 surface https://t.co/0I1IL53OEH,2017-01-30T08:44:35.000Z,768832747691474944,Kimberley Hunt,Hi I am Kimberley - I am a history buff I really enjoy reading and learning about everything that has happened in the past.,64,False
825988217673494528,#M23 Slow on M23 Southbound between M25 J7 and M23 J9 Gatwick Airport.,2017-01-30T08:45:11.000Z,387584807,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087,False
825988237302837248,#M25 J25 anti-clockwise exit - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-30T08:45:16.000Z,797685578,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500,False
825988238284304384,#M25 J25 anti-clockwise exit - Congestion - Full details at https://t.co/LwI3prBa31,2017-01-30T08:45:16.000Z,2203877580,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600,False
825988242524737536,#M25 J9 clockwise exit - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-30T08:45:17.000Z,797685578,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500,False
825988243661398016,#M25 J9 clockwise exit - Congestion - Full details at https://t.co/LwI3prBa31,2017-01-30T08:45:18.000Z,2203877580,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600,False
825988683824246784,#M3 Heavy Northbound between J4A and J2 M25 Thorpe Interchange.,2017-01-30T08:47:03.000Z,387584807,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087,False
825989409614991361,#M40 southbound within J1A before M25 J16 clockwise access | Southbound | Road Works | Buckinghams https://t.co/MfQzRByjqT #east #uktraffic,2017-01-30T08:49:56.000Z,2859372700,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945,False
825989713118973952,#M25 J22 anti-clockwise exit | Congestion https://t.co/DBXgM2zVOY,2017-01-30T08:51:08.000Z,224662544,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664,False
825989720903659522,#M25 J22 anti-clockwise exit | Congestion https://t.co/CopiWpm94Z Thx 2 HW England,2017-01-30T08:51:10.000Z,4122209764,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909,False
825990293602308097,"Problems on the M25 this morning...

https://t.co/a4TXL7Mb6v https://t.co/XIrO8QDIpd",2017-01-30T08:53:26.000Z,1560236666,Downs Mail,Maidstone & Malling's No.1 Local Newspaper,3530,False
825990951885746178,@Otto_English @LBC as if the turnip knows what's going on beyond the M25.,2017-01-30T08:56:03.000Z,35331462,George Castronza,"⚙️🌾 | 
Communist.
Join a union. Get vaccinated.",1402,False
825991973731442689,Avoid the M11 southbound for a while #avtweeps! Don't know what's going on but from the M25 down it's NOT FUN!! https://t.co/H9EzoFusBh,2017-01-30T09:00:07.000Z,3749042896,Dan Lee,Managing Director of @hewshott an independent technology consultancy. All views my own.,2134,False
825992444873424896,@pokemongoLDN_ @Metshaz yes if the map extended at least up to the M25 that would be awesome,2017-01-30T09:01:59.000Z,1284036572,Kate Dunscombe,Signal Engineer for London Underground. Royal Engineer #Reservist in @ULOTC and #ACF Cadet Force Adult Volunteer in @BedsHertsACF,265,False
825992466549633024,"@TweetstaRich Thanks for letting us know, the spillages have been reported to @HighwaysSEAST who are sending out #TrafficOfficers M25 J6-J8",2017-01-30T09:02:04.000Z,224657803,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713,False
825993203325222913,#A405 southbound between M25 and M1 | Southbound | Congestion | Hertfordshire https://t.co/VFyl4DObmA #uktraffic,2017-01-30T09:05:00.000Z,2859372700,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945,False
825993481889992704,"TweetstaRich Thanks for letting us know, the spillages have been reported to HighwaysSEAST who are sending out #TrafficOfficers M25 J6-J8 T…",2017-01-30T09:06:06.000Z,4122209764,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909,False
825993506455953409,#M25 J18 clockwise exit - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-30T09:06:12.000Z,797685578,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500,False
825993507772964864,#M25 J18 clockwise exit - Congestion - Full details at https://t.co/LwI3prBa31,2017-01-30T09:06:13.000Z,2203877580,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600,False
825993614182359040,M25 J8 anti-clockwise exit | Anti-Clockwise | Congestion https://t.co/raidcknZfq,2017-01-30T09:06:38.000Z,544501743,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232,False
825993648688951297,M25 J9 clockwise exit | Clockwise | Congestion https://t.co/XP8cva0YGx,2017-01-30T09:06:46.000Z,544501743,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232,False
825994941214121984,⚠️UPDATE: M11 southbound queues for 8 miles from M25 to J4 Woodford with a travel time of 60 minutes. [EJ] https://t.co/0qBdPHaOXK,2017-01-30T09:11:54.000Z,22595388,BBC Radio London Travel,The original traffic & travel tweet service for London from the BBC. Broadcasts on @BBCRadioLondon and updates on @BBCLondonNews,142155,True
825995065701064704,"Congestion: #M25 #M6 #M11 #M42 and icy conditions in Scotland this morning, check app for traffic cams and updates: https://t.co/dUedJgXZy9 https://t.co/MJkOqWTRwe",2017-01-30T09:12:24.000Z,419562069,UK Roads Mobile App,The ONLY mobile app (iOS and Android) with full UK traffic cam coverage. See at a glance traffic in England Scotland Wales and London. Built by @andsinc,917,False
825995153483501569,hahha..then gorilla love lahh sialll😂😂😂@ying3108 @divya_m25 https://t.co/mPzGtSO2ls,2017-01-30T09:12:45.000Z,718676804614037504,maathu,joins spaces to have some space irl,313,False
825995334522380288,"#M25 Q's on exit slip road both directions at J7 M23, congestion to J6 Godstone and to J8 Reigate.Coming off the M25 towards Gatwick.",2017-01-30T09:13:28.000Z,387584807,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087,False
825995697879003136,@divya_m25 @ying3108 hahaha.....wei..what time u leave lah,2017-01-30T09:14:55.000Z,718676804614037504,maathu,joins spaces to have some space irl,313,False
825995720553476097,M25 roadworks: Motorists warned of improvement works for week ahead https://t.co/ZejMvpBxVi,2017-01-30T09:15:00.000Z,1049797806,My West London,Bringing you all the latest news features and events from people who love West London,20220,True
825995723657326592,M25 roadworks: Motorists warned of improvement works for week ahead https://t.co/VebPExCDIL,2017-01-30T09:15:01.000Z,18017552,Ealing Gazette,The Ealing Gazette is now part of My London. Bringing you all the latest news features and events from people who love London.,11878,False
825996246179467264,M25 J8 anti-clockwise exit | Congestion https://t.co/hYVpLalkZ7,2017-01-30T09:17:06.000Z,224657803,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713,False
