,tweet_id,text,created_at,user_id,user_name,user_description,followers_count,verified,cause,class
0,8.223202629305672e+17,#M25 clockwise between J24 and J25 | Clockwise | Road Works | Hertfordshire https://t.co/ZGzQuqDzue #east #uktraffic,2017-01-20T05:50:03.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0,work,0
0,8.223907495849697e+17,#M25 clockwise between J24 and J25 - Accident - Full details at https://t.co/l5EmoANBJl,2017-01-20T10:30:08.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,accident full,0
0,8.223915012755988e+17,M25 clockwise between J24 and J25 | Accident https://t.co/30nChOpw1H,2017-01-20T10:33:07.000Z,224662544.0,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664.0,0.0,accident,0
0,8.22392294624084e+17,M25 clockwise between J24 and J25 | Accident https://t.co/lKPJHs22N2 Thx 2 HW England,2017-01-20T10:36:17.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,accident,0
0,8.22401305788502e+17,#M25 clockwise between J24 and J25 - Accident - Full details at https://t.co/l5EmoAw0RN,2017-01-20T11:12:05.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,accident full,0
0,8.224979685405491e+17,#M25 clockwise between J24 and J25 - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-20T17:36:11.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,conges full,0
0,8.224987057270702e+17,#M25 clockwise between J24 and J25 | Congestion https://t.co/nPgfH6WDKp,2017-01-20T17:39:07.000Z,224662544.0,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664.0,0.0,conges,0
0,8.22499322210218e+17,#M25 clockwise between J24 and J25 | Congestion https://t.co/99xRHXH8tE Thx 2 HW England,2017-01-20T17:41:34.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,conges,0
0,8.236993809391616e+17,M25 clockwise between J24 and J25 | Clockwise | Road Works https://t.co/gMcIBNj6cl,2017-01-24T01:10:10.000Z,3818483657.0,Traffic Updates,Live news updates of the U.K. roads network,263.0,0.0,work,0
0,8.238156365517742e+17,M25 clockwise between J24 and J25 | Accident https://t.co/2B66lqWUi3,2017-01-24T08:52:08.000Z,224662544.0,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664.0,0.0,accident,0
0,8.238164119193477e+17,M25 clockwise between J24 and J25 | Accident https://t.co/Sr15kE2BcG Thx 2 HW England,2017-01-24T08:55:13.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,accident,0
0,8.238169191575265e+17,#M25 clockwise between J24 and J25 - Accident - Full details at https://t.co/l5EmoAw0RN,2017-01-24T08:57:13.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,accident full,0
0,8.238171140038943e+17,"Queueing traffic and partially blocked due to accident, a few cars involved on #M25 clockwise between J24 (#PottersBar) and J25 (#Enfield).",2017-01-24T08:58:00.000Z,166946597.0,Heart Four Counties,Turning up the feel good for Herts Beds Bucks & Northants with Jamie and Amanda on Heart Breakfast and Hannah getting you home from 4!,17295.0,1.0,accident block queu,0
0,8.2381869844412e+17,M25 clockwise between J24 and J25 | Clockwise | Accident https://t.co/RjJrOqg72o,2017-01-24T09:04:18.000Z,3818483657.0,Traffic Updates,Live news updates of the U.K. roads network,263.0,0.0,accident,0
0,8.238196769709097e+17,#M25 clockwise between J24 and J25 | Congestion https://t.co/luw9NRMd4s,2017-01-24T09:08:11.000Z,224662544.0,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664.0,0.0,conges,0
0,8.238196849947607e+17,"M25 : Accident, a few cars involved clockwise between J24, Potters Bar and J25, Enfield, queueing traffic",2017-01-24T09:08:13.000Z,20258343.0,5 live Travel,"BBC Radio 5 live's travel team with national travel updates for the UK.
Listen online via http://t.co/DMJqiz8E",3795.0,0.0,accident queu,0
0,8.238197051233075e+17,We've got 2 lanes closed on #M25 clockwise btwn J24 - J25 due to a collision. @HighwaysEAST en route to assist. Delays building on approach.,2017-01-24T09:08:18.000Z,224657803.0,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713.0,0.0,clos collision delay,0
0,8.238197053707592e+17,We've got 2 lanes closed on #M25 clockwise btwn J24 - J25 due to a collision. @HighwaysEAST en route to assist. Delays building on approach.,2017-01-24T09:08:18.000Z,224662544.0,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664.0,0.0,clos collision delay,0
0,8.238202803384525e+17,We've got 2 lanes closed on #M25 clockwise btwn J24 - J25 due to a collision. HighwaysEAST en route to assist. Delays building on approach.…,2017-01-24T09:10:35.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,clos collision delay,0
0,8.238207048314593e+17,#M25 clockwise between J24 and J25 | Congestion https://t.co/ziixu0urYj Thx 2 HW England,2017-01-24T09:12:16.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,conges,0
0,8.238212069944812e+17,M25 clockwise between J24 and J25 | Clockwise | Congestion https://t.co/r0oMNQ7qVQ,2017-01-24T09:14:16.000Z,3818483657.0,Traffic Updates,Live news updates of the U.K. roads network,263.0,0.0,conges,0
0,8.238257211350221e+17,M25 clockwise between J24 and J25 | Accident https://t.co/2B66lqWUi3,2017-01-24T09:32:12.000Z,224662544.0,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664.0,0.0,accident,0
0,8.239458186548019e+17,M25 clockwise between J24 and J25 | Clockwise | Congestion https://t.co/79HH3E4pgQ,2017-01-24T17:29:25.000Z,3818483657.0,Traffic Updates,Live news updates of the U.K. roads network,263.0,0.0,conges,0
0,8.239460016522568e+17,#M25 clockwise between J24 and J25 - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-24T17:30:09.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,conges full,0
0,8.239528030307041e+17,#M25 clockwise between J24 and J25 - Congestion - Full details at https://t.co/l5EmoANBJl,2017-01-24T17:57:11.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,conges full,0
0,8.24102392027349e+17,#M25 clockwise between J24 and J25 | Clockwise | Road Works | Hertfordshire https://t.co/ZGzQuqlYCG #east #uktraffic,2017-01-25T03:51:35.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0,work,0
0,8.242992993622753e+17,#M25 clockwise between J24 and J25 - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-25T16:54:02.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,conges full,0
0,8.243168160799785e+17,#M25 clockwise between J24 and J25 | Congestion https://t.co/LJA7QfyUcC,2017-01-25T18:03:38.000Z,224662544.0,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664.0,0.0,conges,0
0,8.243168309447393e+17,#M25 clockwise between J24 and J25 | Congestion https://t.co/d57dlyHUZH Thx 2 HW England,2017-01-25T18:03:42.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,conges,0
0,8.24412558941528e+17,#M25 clockwise between J24 and J25 - Broken down vehicle - Full details at https://t.co/l5EmoANBJl,2017-01-26T00:24:05.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,down broken full,0
0,8.24412560308994e+17,#M25 clockwise between J24 and J25 - Broken down vehicle - Full details at https://t.co/LwI3prBa31,2017-01-26T00:24:05.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0,down broken full,0
0,8.244128056127939e+17,M25 clockwise between J24 and J25 | Broken down vehicle https://t.co/uwQOvIJFdL,2017-01-26T00:25:04.000Z,224662544.0,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664.0,0.0,down broken,0
0,8.244135684351631e+17,M25 clockwise between J24 and J25 | Broken down vehicle https://t.co/DGFWORprl7 Thx 2 HW England,2017-01-26T00:28:06.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,down broken,0
0,8.244140666806682e+17,#M25 clockwise between J24 and J25 - Broken down vehicle - Full details at https://t.co/l5EmoAw0RN,2017-01-26T00:30:05.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,down broken full,0
0,8.264602153442427e+17,M25 clockwise inside lane shut between J24 Potters Bar and J25 Enfield after a breakdown. #BOBTravel https://t.co/jMXo2cN5t9,2017-01-31T16:00:44.000Z,19181210.0,Hertfordshire,This account is no longer active - please follow @HeartHerts on 106.7 and 106.9fm and @HeartNewsEast for Hertfordshire’s News and Travel updates,12137.0,0.0,shut breakdown,0
