,tweet_id,text,created_at,user_id,user_name,user_description,followers_count,verified,cause,class
0,8.16546334186623e+17,M25 TRAFFIC NEWS - #M25 Clockwise delays between J9 &amp; J11,2017-01-04T07:26:31.000Z,61511100.0,CHT News (aka Crawley Happy Times),A local online newspaper reporting only the good positive news and events in Crawley. A great town in West Sussex! :-) xx,4191.0,0.0,delay,0
0,8.169251538798469e+17,TRAVEL: M25 clockwise busy but moving between J9 A243 / A245 (Leatherhead) and J11 A317 (Chertsey). https://t.co/RmhHfOOVss,2017-01-05T08:31:49.000Z,23930762.0,Greatest Hits Radio Surrey & East Hampshire,The biggest songs of the 70s 80s and 90s played by presenters you know and love. Listen on your radio mobile or on your smart speaker.,62108.0,0.0,busy,0
0,8.170837683599073e+17,M25 clockwise between J9 and J10 | Clockwise | Road Works,2017-01-05T19:02:05.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0,work,0
0,8.170870957852017e+17,South East Traffic M25 clockwise between J9 and J10 | Clockwise | Road Works https://t.co/ipI4RaiSUA Drive Safe All,2017-01-05T19:15:19.000Z,436707362.0,UK.HGV.DriverNetwork,The UK HGV Driver Network provides travel & traffic news weather alerts and job alerts 24/7. Follow us for up to date & relevant information,1618.0,0.0,work,0
0,8.170983813360067e+17,#방탄소년단 #love #GOT7M25 clockwise between J9 and J10 | Clockwise | Road Works https://t.co/VchImu9Iv3 #travel #traveling,2017-01-05T20:00:09.000Z,471002654.0,Travel,,12.0,0.0,work,0
0,8.177164311649935e+17,"#Traffic #update M25 clockwise between J9 and J10 | Clockwise | Resurfacing https://t.co/tBoEEdz4pp January 7, 2017",2017-01-07T12:56:04.000Z,7.223857485241467e+17,UK TRAFFIC SOLUTIONS,,11.0,0.0,,0
0,8.177170723229245e+17,M25 clockwise between J9 and J10 | Clockwise | Resurfacing,2017-01-07T12:58:37.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0,,0
0,8.17722016073515e+17,South East Traffic M25 clockwise between J9 and J10 | Clockwise | Resurfacing https://t.co/47kpl2rrYE Drive Safe All,2017-01-07T13:18:15.000Z,436707362.0,UK.HGV.DriverNetwork,The UK HGV Driver Network provides travel & traffic news weather alerts and job alerts 24/7. Follow us for up to date & relevant information,1618.0,0.0,,0
0,8.177222420249477e+17,M25 clockwise between J9 and J10 | Clockwise | Resurfacing https://t.co/IccS5xSblV,2017-01-07T13:19:09.000Z,544501743.0,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232.0,0.0,,0
0,8.17729910504493e+17,#방탄소년단 #love #GOT7M25 clockwise between J9 and J10 | Clockwise | Resurfacing https://t.co/eoLLixHAtY #travel #traveling,2017-01-07T13:49:38.000Z,471002654.0,Travel,,12.0,0.0,,0
0,8.178460390591324e+17,M25 clockwise at the Cobham services between J9 and J10 | Clockwise | Congestion,2017-01-07T21:31:05.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0,conges,0
0,8.178460417644298e+17,M25 clockwise between J9 and J10 | Clockwise | Road Works,2017-01-07T21:31:05.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0,work,0
0,8.178495693671137e+17,South East Traffic M25 clockwise between J9 and J10 | Clockwise | Road Works https://t.co/meopBRH60j Drive Safe All,2017-01-07T21:45:06.000Z,436707362.0,UK.HGV.DriverNetwork,The UK HGV Driver Network provides travel & traffic news weather alerts and job alerts 24/7. Follow us for up to date & relevant information,1618.0,0.0,work,0
0,8.178530342941655e+17,M25 clockwise between J9 and J10 | Clockwise | Road Works https://t.co/iSUy5ty2iA,2017-01-07T21:58:53.000Z,544501743.0,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232.0,0.0,work,0
0,8.17853035841921e+17,M25 clockwise at the Cobham services between J9 and J10 | Clockwise | Congestion https://t.co/9eLsuSrVur,2017-01-07T21:58:53.000Z,544501743.0,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232.0,0.0,conges,0
0,8.17854085952979e+17,#방탄소년단 #love #GOT7M25 clockwise between J9 and J10 | Clockwise | Road Works https://t.co/DW9rA0BZjp #travel #traveling,2017-01-07T22:03:03.000Z,471002654.0,Travel,,12.0,0.0,work,0
0,8.178684433996882e+17,#M25 clockwise between J9 and J10 - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-07T23:00:06.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,conges full,0
0,8.178684450354627e+17,#M25 clockwise between J9 and J10 - Congestion - Full details at https://t.co/LwI3prBa31,2017-01-07T23:00:07.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0,conges full,0
0,8.192643777610752e+17,M25 clockwise between J9 and J10 | Clockwise | Broken down vehicle,2017-01-11T19:27:03.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0,down broken,0
0,8.192643838344069e+17,M25 clockwise between J9 and J10 | Broken down vehicle https://t.co/hYuZqsneJd,2017-01-11T19:27:04.000Z,224657803.0,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713.0,0.0,down broken,0
0,8.192649088817766e+17,M25 clockwise between J9 and J10 | Clockwise | Broken down vehicle https://t.co/OwSSrhS8uq,2017-01-11T19:29:10.000Z,3294220550.0,Naira Connect,Naira Connect is one of the world's largest online search engine for cheap flights and hotels worldwide. It's also a travel community,181.0,0.0,down broken,0
0,8.192651494754427e+17,#M25 clockwise between J9 and J10 - Broken down vehicle - Full details at https://t.co/l5EmoAw0RN,2017-01-11T19:30:07.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,down broken full,0
0,8.192651514761339e+17,#M25 clockwise between J9 and J10 - Broken down vehicle - Full details at https://t.co/LwI3prBa31,2017-01-11T19:30:07.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0,down broken full,0
0,8.1926564455424e+17,M25 clockwise between J9 and J10 | Broken down vehicle https://t.co/oRJoRlS1eJ Thx 2 HW England,2017-01-11T19:32:05.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,down broken,0
0,8.194441694208e+17,All lanes have now reopened on the #M25 clockwise between J9 and J10. The stranded vehicle has been moved. Delays are now back to J9. Thx 2…,2017-01-12T07:21:29.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,delay,0
0,8.194976690389852e+17,M25 clockwise between J9 and J10 | Clockwise | Vehicle Recovery,2017-01-12T10:54:04.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0,,0
0,8.194984239509996e+17,#M25 clockwise between J9 and J10 - Vehicle Recovery - Full details at https://t.co/l5EmoAw0RN,2017-01-12T10:57:04.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,full,0
0,8.194984249031066e+17,#M25 clockwise between J9 and J10 - Vehicle Recovery - Full details at https://t.co/LwI3prBa31,2017-01-12T10:57:04.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0,full,0
0,8.194986881039237e+17,M25 clockwise between J9 and J10 | Vehicle Recovery https://t.co/92WAVqSsP3,2017-01-12T10:58:07.000Z,224657803.0,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713.0,0.0,,0
0,8.194995117772923e+17,M25 clockwise between J9 and J10 | Vehicle Recovery https://t.co/agPmwR8z2z Thx 2 HW England,2017-01-12T11:01:23.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,,0
0,8.195010656032031e+17,M25 clockwise between J9 and J10 | Clockwise | Vehicle Recovery https://t.co/uFNV1fHbhC,2017-01-12T11:07:34.000Z,544501743.0,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232.0,0.0,,0
0,8.19590919536001e+17,M25 clockwise between J9 and J10 | Clockwise | Road Works,2017-01-12T17:04:37.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0,work,0
0,8.19593344284115e+17,South East Traffic M25 clockwise between J9 and J10 | Clockwise | Road Works https://t.co/TaJlOwu1bN Drive Safe All,2017-01-12T17:14:15.000Z,436707362.0,UK.HGV.DriverNetwork,The UK HGV Driver Network provides travel & traffic news weather alerts and job alerts 24/7. Follow us for up to date & relevant information,1618.0,0.0,work,0
0,8.195958217672704e+17,Our Travel News: M25 clockwise between J9 and J10 | Clockwise | Road Works https://t.co/u0Cs7Kbkzq #travel,2017-01-12T17:24:05.000Z,66633423.0,The Sameday Company,Multi Award Winning B2B Courier Service.,907.0,0.0,work,0
0,8.198021169905172e+17,#M25 clockwise between J9 and J10 | Clockwise | Road Works | Surrey https://t.co/xErh43jJF4 #uktraffic,2017-01-13T07:03:50.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0,work,0
0,8.208879761253622e+17,#M25 - MINOR - Surrey Clockwise - Congestion - Between J9 for A243 Surrey and J11 for A317 Chertsey,2017-01-16T06:58:39.000Z,8.11607645018792e+17,UK Motorways Traffic,This is traffic updates of all motorways in the uk 🇬🇧! I'm available every day between 6:30AM - 20:00PM on weekdays and weekends 7AM to 19PM,568.0,0.0,conges,0
0,8.208899096365916e+17,"#M25 heavy clockwise between J5 M26 and J11, Chertsey",2017-01-16T07:06:20.000Z,387584807.0,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087.0,0.0,heavy,0
0,8.208905583024046e+17,TRAVEL: Heavy traffic on M25 clockwise between J9 A243 / A245 (Leatherhead) and J11 A317 (Chertsey) https://t.co/RmhHfOOVss,2017-01-16T07:08:55.000Z,23930762.0,Greatest Hits Radio Surrey & East Hampshire,The biggest songs of the 70s 80s and 90s played by presenters you know and love. Listen on your radio mobile or on your smart speaker.,62108.0,0.0,heavy,0
0,8.209193075300147e+17,"#M25 queuing clockwise between J9, Leatherhead and J11, Chertsey",2017-01-16T09:03:09.000Z,387584807.0,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087.0,0.0,queu,0
0,8.212549871751209e+17,TRAVEL: M25 slowing clockwise Clacket Lane Services to J6.  Also then slow through J8 and J9 and again between J10 and J11,2017-01-17T07:17:01.000Z,362375284.0,BBC Radio Surrey Travel,Official travel news feed for #Surrey from @BBCSurrey: BBC Radio Surrey 104/104.6FM Digital Online and Freeview 722 with Surrey County Council and partners.,40778.0,0.0,slow slow,0
0,8.212549876029235e+17,TRAVEL: M25 slowing clockwise Clacket Lane Services to J6.  Also then slow through J8 and J9 and again between J10 and J11,2017-01-17T07:17:01.000Z,67332739.0,BBC Radio Surrey,Tune in to BBC Radio Surrey across  #Surrey & NE #Hampshire on 104/104.6FM/ Online/ DAB/ Freeview 722/ Smart phone & speaker.,60807.0,1.0,slow slow,0
0,8.212657729201398e+17,TRAVEL: Queueing traffic on M25 clockwise between J9 A243 / A245 / B2430 (Leatherhead) and J11 A317 (Chertsey). https://t.co/RmhHfOOVss,2017-01-17T07:59:53.000Z,23930762.0,Greatest Hits Radio Surrey & East Hampshire,The biggest songs of the 70s 80s and 90s played by presenters you know and love. Listen on your radio mobile or on your smart speaker.,62108.0,0.0,queu,0
0,8.21267208810664e+17,TRAVEL: Queueing traffic on M25 clockwise between J9 A243 / A245 / B2430 (Leatherhead) and J11 A317 (Chertsey) https://t.co/RmhHfOOVss,2017-01-17T08:05:35.000Z,23930762.0,Greatest Hits Radio Surrey & East Hampshire,The biggest songs of the 70s 80s and 90s played by presenters you know and love. Listen on your radio mobile or on your smart speaker.,62108.0,0.0,queu,0
0,8.213138879244575e+17,M25 clockwise between J9 and J10 | Clockwise | Resurfacing,2017-01-17T11:11:04.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0,,0
0,8.213181711644549e+17,South East Traffic M25 clockwise between J9 and J10 | Clockwise | Resurfacing https://t.co/iZDuYoR6hP Drive Safe All,2017-01-17T11:28:06.000Z,436707362.0,UK.HGV.DriverNetwork,The UK HGV Driver Network provides travel & traffic news weather alerts and job alerts 24/7. Follow us for up to date & relevant information,1618.0,0.0,,0
0,8.213203018541015e+17,M25 clockwise between J9 and J10 | Clockwise | Resurfacing https://t.co/kWBqElAfTB,2017-01-17T11:36:34.000Z,544501743.0,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232.0,0.0,,0
0,8.21630335725224e+17,#M25 Queueing traffic on M25 clockwise between J9 Leatherhead and J11 (Chertsey).,2017-01-18T08:08:31.000Z,387584807.0,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087.0,0.0,queu,0
0,8.224287315704586e+17,M25 clockwise between J9 and J10 | Clockwise | Road Works,2017-01-20T13:01:04.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0,work,0
0,8.224338991584543e+17,M25 clockwise between J9 and J10 | Clockwise | Road Works https://t.co/BbuM3OAPQE,2017-01-20T13:21:36.000Z,544501743.0,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232.0,0.0,work,0
0,8.224352970738401e+17,Our Travel News: M25 clockwise between J9 and J10 | Clockwise | Road Works https://t.co/MsLS8N655M #travel,2017-01-20T13:27:09.000Z,66633423.0,The Sameday Company,Multi Award Winning B2B Courier Service.,907.0,0.0,work,0
0,8.2258452151006e+17,M25 clockwise between J9 and J10 | Accident https://t.co/X3zMG9b9RZ,2017-01-20T23:20:07.000Z,224657803.0,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713.0,0.0,accident,0
0,8.22585707281707e+17,M25 clockwise between J9 and J10 | Accident https://t.co/Aevi7gAUIS Thx 2 HW England,2017-01-20T23:24:50.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,accident,0
0,8.234242905446441e+17,TRAVEL: Heavy traffic on M25 clockwise between J9 A243 / A244 (Leatherhead) and J11 A317 (Chertsey). https://t.co/RmhHfOOVss,2017-01-23T06:57:04.000Z,23930762.0,Greatest Hits Radio Surrey & East Hampshire,The biggest songs of the 70s 80s and 90s played by presenters you know and love. Listen on your radio mobile or on your smart speaker.,62108.0,0.0,heavy,0
0,8.234244360995471e+17,#M25 - MINOR - Surrey Clockwise - Congestion - Between J9 for A243 Surrey and J11 for A317 Chertsey,2017-01-23T06:57:38.000Z,8.11607645018792e+17,UK Motorways Traffic,This is traffic updates of all motorways in the uk 🇬🇧! I'm available every day between 6:30AM - 20:00PM on weekdays and weekends 7AM to 19PM,568.0,0.0,conges,0
0,8.234326006727967e+17,M25 clockwise between J9 and J10 | Congestion https://t.co/cRhqCo6otm,2017-01-23T07:30:05.000Z,224657803.0,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713.0,0.0,conges,0
0,8.234326181925683e+17,#M25 clockwise between J9 and J10 - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-23T07:30:09.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,conges full,0
0,8.23433865310208e+17,M25 clockwise between J9 and J10 | Congestion https://t.co/rnS6ftKLtY Thx 2 HW England,2017-01-23T07:35:06.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,conges,0
0,8.234348764602778e+17,M25 clockwise at the Cobham services between J9 and J10 | Congestion https://t.co/cRhqCo6otm,2017-01-23T07:39:07.000Z,224657803.0,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713.0,0.0,conges,0
0,8.2343562772736e+17,#M25 clockwise at the Cobham services between J9 and J10 - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-23T07:42:07.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,conges full,0
0,8.234364015428854e+17,M25 clockwise at the Cobham services between J9 and J10 | Congestion https://t.co/rnS6ftKLtY Thx 2 HW England,2017-01-23T07:45:11.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,conges,0
0,8.23440577572307e+17,"There are severe delays on #M25 clockwise due to 2 separate collisions. One between J10-J11, and one between J14 and J15. Delays back to J9.",2017-01-23T08:01:47.000Z,224662544.0,National Highways: East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",61664.0,0.0,collision delay,0
0,8.23440577656193e+17,"There are severe delays on #M25 clockwise due to 2 separate collisions. One between J10-J11, and one between J14 and J15. Delays back to J9.",2017-01-23T08:01:47.000Z,224657803.0,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713.0,0.0,collision delay,0
0,8.23441435403948e+17,"There are severe delays on #M25 clockwise due to 2 separate collisions. One between J10-J11, and one between J14 and J15. Delays back to J9…",2017-01-23T08:05:11.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,collision delay,0
0,8.234794213151908e+17,#M25 clockwise at the Cobham services slip road between J9 and J10 - Congestion - Full details at https://t.co/l5EmoAw0RN,2017-01-23T10:36:08.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,slip conges full,0
0,8.234803405093765e+17,M25 clockwise at the Cobham services slip road between J9 and J10 | Clockwise | Congestion,2017-01-23T10:39:47.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0,slip conges,0
0,8.236706238975263e+17,#M25 clockwise between J9 and J10 | Clockwise | Road Works | Surrey https://t.co/xErh43Bl3E #uktraffic,2017-01-23T23:15:54.000Z,2859372700.0,UK Traffic Delays,Traffic and #travel reports for the UK's major roads. London jam cams UK motorway roadworks. London bicycle hire. Tweets by Malcolm #uktraffic #trafficdelays,3945.0,0.0,work,0
0,8.237858492927836e+17,#M25 - MINOR - Surrey Clockwise - Congestion - Between J9 for A243 Surrey and J11 for A317 Chertsey,2017-01-24T06:53:46.000Z,8.11607645018792e+17,UK Motorways Traffic,This is traffic updates of all motorways in the uk 🇬🇧! I'm available every day between 6:30AM - 20:00PM on weekdays and weekends 7AM to 19PM,568.0,0.0,conges,0
0,8.237873621530706e+17,TRAVEL: M25 slowing clockwise between j5 and J6 and from Cobham Services to J11.,2017-01-24T06:59:47.000Z,362375284.0,BBC Radio Surrey Travel,Official travel news feed for #Surrey from @BBCSurrey: BBC Radio Surrey 104/104.6FM Digital Online and Freeview 722 with Surrey County Council and partners.,40778.0,0.0,slow,0
0,8.237873621614879e+17,TRAVEL: M25 slowing clockwise between j5 and J6 and from Cobham Services to J11.,2017-01-24T06:59:47.000Z,67332739.0,BBC Radio Surrey,Tune in to BBC Radio Surrey across  #Surrey & NE #Hampshire on 104/104.6FM/ Online/ DAB/ Freeview 722/ Smart phone & speaker.,60807.0,1.0,slow,0
0,8.237875270940713e+17,"TRAFFIC: M25 clockwise between J9 (Leatherhead) and J11 (Chertsey)
https://t.co/eL0W9PFaQS https://t.co/DnFx9t95x4",2017-01-24T07:00:26.000Z,16745046.0,SurreyLive,News traffic and travel weather features and much more from SurreyLive Surrey Advertiser & Surrey Mirror. Like our Facebook page https://t.co/VLdvRjxmX2,170199.0,1.0,,0
0,8.237910213687337e+17,TRAVEL: Queueing traffic on M25 clockwise between J9 (Leatherhead) and J11 A317 (Chertsey). Past Cobham Services. https://t.co/RmhHfOOVss,2017-01-24T07:14:19.000Z,23930762.0,Greatest Hits Radio Surrey & East Hampshire,The biggest songs of the 70s 80s and 90s played by presenters you know and love. Listen on your radio mobile or on your smart speaker.,62108.0,0.0,queu,0
0,8.237955728009462e+17,#M25 Q's clockwise between J9 Leatherhead and J11 Chertsey.Past Cobham Services.,2017-01-24T07:32:24.000Z,387584807.0,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087.0,0.0,,0
0,8.238106048885596e+17,M25 clockwise between J9 and J10 | Clockwise | Congestion,2017-01-24T08:32:08.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0,conges,0
0,8.238132036834632e+17,M25 clockwise between J9 and J10 | Clockwise | Congestion https://t.co/Hy42dKSAtP,2017-01-24T08:42:28.000Z,544501743.0,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232.0,0.0,conges,0
0,8.238151386460938e+17,#M25 heavier than normal clockwise between J9 Leatherhead and J11 Chertsey.After a collision blocked the opposite side,2017-01-24T08:50:09.000Z,387584807.0,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087.0,0.0,collision block heavi,0
0,8.238568971618836e+17,#M25 clockwise between J9 and J10 - Accident - Full details at https://t.co/l5EmoAw0RN,2017-01-24T11:36:05.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,accident full,0
0,8.23857141261865e+17,M25 clockwise between J9 and J10 | Clockwise | Accident,2017-01-24T11:37:03.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0,accident,0
0,8.238580623478129e+17,M25 clockwise between J9 and J10 | Accident https://t.co/A8JvueP4AI,2017-01-24T11:40:43.000Z,224657803.0,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713.0,0.0,accident,0
0,8.238592591212134e+17,M25 clockwise between J9 and J10 | Accident https://t.co/5G2av5VZZ6 Thx 2 HW England,2017-01-24T11:45:28.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,accident,0
0,8.238609311426519e+17,M25 clockwise between J9 and J10 | Clockwise | Accident https://t.co/iRBkJHrGlW,2017-01-24T11:52:07.000Z,544501743.0,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232.0,0.0,accident,0
0,8.24180737519784e+17,#M25 Heavy clockwise between J9 Leatherhead and J10 A3 Wisley Interchange.Past Cobham Services.,2017-01-25T09:02:55.000Z,387584807.0,Radio Jackie Travel,Tweeting you information on the roads and rails between 7am and 9pm. For the very latest info please stay tuned to 107.8 Radio Jackie on the air and online,6087.0,0.0,heavy,0
