,tweet_id,text,created_at,user_id,user_name,user_description,followers_count,verified,cause,class
0,8.163096799449293e+17,#방탄소년단 #love #GOT7M25 clockwise between J5 and J6 | Clockwise | Broken down vehicle https://t.co/VtCFWGYNgS #travel #traveling,2017-01-03T15:46:08.000Z,471002654.0,Travel,,12.0,0.0,down broken,0
0,8.177577024157819e+17,M25 clockwise between J5 and J6 | Clockwise | Vehicle Recovery,2017-01-07T15:40:04.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0,,1
0,8.177584561447404e+17,M25 clockwise between J5 and J6 | Vehicle Recovery https://t.co/XJWThOuss5,2017-01-07T15:43:03.000Z,224657803.0,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713.0,0.0,,1
0,8.177589692257075e+17,#M25 clockwise between J5 and J6 - Vehicle Recovery - Full details at https://t.co/l5EmoAw0RN,2017-01-07T15:45:06.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,full,1
0,8.177589726357299e+17,#M25 clockwise between J5 and J6 - Vehicle Recovery - Full details at https://t.co/LwI3prBa31,2017-01-07T15:45:06.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0,full,1
0,8.177595193170985e+17,M25 clockwise between J5 and J6 | Vehicle Recovery https://t.co/pDlvUT8H9V Thx 2 HW England,2017-01-07T15:47:17.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,,1
0,8.25608685921538e+17,M25 clockwise between J5 and J6 | Broken down vehicle https://t.co/rscC4v72fw,2017-01-29T07:37:04.000Z,224657803.0,National Highways: South-East,"OFFICIAL FEED. Live traffic info on England’s motorways + major A roads. 
🆘 In an emergency: phone 999 
General enquiry: phone our contact centre 0300 123 5000",105713.0,0.0,down broken,1
0,8.256091864237343e+17,#M25 clockwise between J5 and J6 - Broken down vehicle - Full details at https://t.co/l5EmoAw0RN,2017-01-29T07:39:03.000Z,797685578.0,Live Traffic - M25,Live #M25 traffic information updated every 5 minutes by @MotorwayCameras - SEE the traffic live CCTV images @ http://t.co/xQQta8vJRK,54500.0,0.0,down broken full,1
0,8.256091875394273e+17,#M25 clockwise between J5 and J6 - Broken down vehicle - Full details at https://t.co/LwI3prBa31,2017-01-29T07:39:04.000Z,2203877580.0,Traffic - All M'ways,Live #traffic news and information from every UK #motorway! Now updated every 5 minutes by @MotorwayCameras - SEE the traffic @ http://t.co/WFCp3NaSjI,2600.0,0.0,down broken full,1
0,8.256097607875338e+17,M25 clockwise between J5 and J6 | Broken down vehicle https://t.co/ebGcS117IT Thx 2 HW England,2017-01-29T07:41:20.000Z,4122209764.0,trafficjamnetwork,Account has been set up to allow people to share their traffic jam or congestion info all from one feed.,1909.0,0.0,down broken,1
0,8.256099398087188e+17,M25 clockwise between J5 and J6 | Clockwise | Broken down vehicle,2017-01-29T07:42:03.000Z,20979719.0,South East Traffic News,Latest traffic news in the South East UK.,10952.0,0.0,down broken,1
0,8.256118843299635e+17,M25 clockwise between J5 and J6 | Clockwise | Broken down vehicle https://t.co/A320aInMce,2017-01-29T07:49:47.000Z,544501743.0,Parability,"HELPING A HUMAN RACE - 
Increasing each others abilities and access to opportunities",232.0,0.0,down broken,1
